train/loss_f,step,train/loss_b,train/time_per_it,val/logp,val/nfe,val/time_per_it,logp
,800,79.75625710711006,,,,,
102.79267179921673,810,,,,,,
,810,81.72703027086828,,,,,
133.40352188527243,820,,,,,,
,820,77.34432769487319,,,,,
89.92480338985148,830,,,,,,
,830,80.23360633063372,,,,,
325.7672435186804,840,,,,,,
,840,80.62805655345227,,,,,
124.31002724553379,850,,,,,,
,850,80.04746539113603,,,,,
154.9900311563062,860,,,,,,
,860,79.04730924163931,,,,,
105.23941714110471,870,,,,,,
,870,74.48652127799403,,,,,
106.570229206502,880,,,,,,
,880,81.8809780226434,,,,,
97.21549672534333,890,,,,,,
,890,79.2159748444755,,,,,
237.955976580679,900,,,,,,
,900,80.81477194991267,,,,,
112.6958721298123,910,,,,,,
,910,79.59294870219355,,,,,
96.63877772003448,920,,,,,,
,920,79.78399085690157,,,,,
114.13595676805868,930,,,,,,
,930,80.07787165697468,,,,,
120.74452122582137,940,,,,,,
,940,77.02358721046683,,,,,
100.9756769475212,950,,,,,,
,950,79.01871530474907,,,,,
150.07215219911006,960,,,,,,
,960,81.31006657550023,,,,,
8875.342883793635,970,,,,,,
,970,78.6372461626051,,,,,
98.66429580700589,980,,,,,,
,980,78.5452031924351,,,,,
122.88009700453702,990,,,,,,
,990,75.54653156139408,,,,,
857.9130340622974,1000,,,,,,
,1000,77.79268750772235,,,,,
,1000,,0.2019616541940004,,,,
,1000,,,-4.99721072546169,,,
,1000,,,,56.0,,
,1000,,,,,2.1233769860000393,
,1000,,,,,,-4.99721072546169
94.30860707933333,1010,,,,,,
,1010,80.68757327421719,,,,,
102.11617885926307,1020,,,,,,
,1020,80.52999485617833,,,,,
266.0061803562688,1030,,,,,,
,1030,136.01105602302124,,,,,
97.9044587832465,1040,,,,,,
,1040,76.71336434202935,,,,,
101.87034212813366,1050,,,,,,
,1050,80.15623671742439,,,,,
101.31680207100939,1060,,,,,,
,1060,79.11254856874103,,,,,
93.83407437096605,1070,,,,,,
,1070,76.833033858994,,,,,
108.9296745152622,1080,,,,,,
,1080,79.00946075408585,,,,,
117.6227914232148,1090,,,,,,
,1090,79.35391669174106,,,,,
142.09488887701409,1100,,,,,,
,1100,79.35007308409226,,,,,
111.58870613537188,1110,,,,,,
,1110,78.72673613687886,,,,,
601.7373361790688,1120,,,,,,
,1120,81.85796366961497,,,,,
2687.8659911756467,1130,,,,,,
,1130,76.98067120384539,,,,,
246.33185309714298,1140,,,,,,
,1140,77.35115613529126,,,,,
149.43018414512437,1150,,,,,,
,1150,78.34200375076017,,,,,
214.73233112563614,1160,,,,,,
,1160,77.71244548184413,,,,,
99.48613491322105,1170,,,,,,
,1170,77.65849876539576,,,,,
99.12264507513916,1180,,,,,,
,1180,77.24389840060678,,,,,
165.33992634826643,1190,,,,,,
,1190,79.42880037108885,,,,,
9739.957999496186,1200,,,,,,
,1200,78.07074355684566,,,,,
93.54953889468791,1210,,,,,,
,1210,168.77904422105513,,,,,
99.86185015186436,1220,,,,,,
,1220,76.47136178810172,,,,,
106.56323515257608,1230,,,,,,
,1230,79.98322383232599,,,,,
117.61051629392196,1240,,,,,,
,1240,76.33604667428524,,,,,
237.19001637621136,1250,,,,,,
,1250,76.13113341716718,,,,,
106.20839686673348,1260,,,,,,
,1260,75.32415567197302,,,,,
292.41163043998444,1270,,,,,,
,1270,77.57036758227946,,,,,
102.11716434339897,1280,,,,,,
,1280,76.06352956477781,,,,,
312.09520756332057,1290,,,,,,
,1290,1.3203475891953727e+21,,,,,
140.3192100971361,1300,,,,,,
,1300,76.45618224170269,,,,,
158.9834379213363,1310,,,,,,
,1310,77.03702840236444,,,,,
95.82938639403956,1320,,,,,,
,1320,74.56496104421603,,,,,
162.18113746681507,1330,,,,,,
,1330,78.73213030239211,,,,,
89.99753410316336,1340,,,,,,
,1340,77.32440995316998,,,,,
103.42770634082743,1350,,,,,,
,1350,76.25329392651423,,,,,
112.4958557826827,1360,,,,,,
,1360,121.90446074790563,,,,,
94.64317948907977,1370,,,,,,
,1370,76.14085062912739,,,,,
115.37760650572766,1380,,,,,,
,1380,84.28505499191289,,,,,
147.95650436247394,1390,,,,,,
,1390,78.18338815547658,,,,,
241.19054266351304,1400,,,,,,
,1400,1.1051202542039734e+19,,,,,
119.57072463085666,1410,,,,,,
,1410,75.50122297899266,,,,,
96.44278975186057,1420,,,,,,
,1420,77.25354499102976,,,,,
94.44028473462302,1430,,,,,,
,1430,75.34166328484457,,,,,
194.72574784200594,1440,,,,,,
,1440,76.1901203899577,,,,,
110.28488680094033,1450,,,,,,
,1450,76.11640439459057,,,,,
563.34313941765,1460,,,,,,
,1460,75.50586240667252,,,,,
125.76186573330966,1470,,,,,,
,1470,73.86300742925604,,,,,
94.56269257934551,1480,,,,,,
,1480,75.89030603246036,,,,,
5335.154348066885,1490,,,,,,
,1490,76.70643695246218,,,,,
471.6742559219748,1500,,,,,,
,1500,76.33205977163641,,,,,
95.11619789939877,1510,,,,,,
,1510,78.23830476015917,,,,,
171.7593661534861,1520,,,,,,
,1520,76.43338643283724,,,,,
488.8237736766173,1530,,,,,,
,1530,2.4000662337176954e+20,,,,,
89.14602174880451,1540,,,,,,
,1540,75.46981948813503,,,,,
99.60612580333029,1550,,,,,,
,1550,78.83277506672952,,,,,
101.50166463497803,1560,,,,,,
,1560,79.8427269610209,,,,,
92.67390394354061,1570,,,,,,
,1570,75.56348225033003,,,,,
1263.0722249216417,1580,,,,,,
,1580,79.04328168893886,,,,,
119.42547460104453,1590,,,,,,
,1590,79.03099875698575,,,,,
159.2725261289894,1600,,,,,,
,1600,155.85084883797037,,,,,
96.25053730307724,1610,,,,,,
,1610,77.87473053944831,,,,,
93.29755540871741,1620,,,,,,
,1620,77.05475465830762,,,,,
91.06058663073026,1630,,,,,,
,1630,75.10879634798688,,,,,
171.19696816058118,1640,,,,,,
,1640,77.19561950743574,,,,,
140.00253335841646,1650,,,,,,
,1650,74.06246846153181,,,,,
126.91543021696339,1660,,,,,,
,1660,76.64904677375762,,,,,
138.9471474169651,1670,,,,,,
,1670,75.0276798588153,,,,,
127.95910171985906,1680,,,,,,
,1680,76.69183733696786,,,,,
180.522142480392,1690,,,,,,
,1690,75.75636020032248,,,,,
129.10933089581246,1700,,,,,,
,1700,9.63051706753256e+20,,,,,
100.5011225293756,1710,,,,,,
,1710,77.90537734603592,,,,,
101.58827223564285,1720,,,,,,
,1720,74.85483810628233,,,,,
98.8722939728539,1730,,,,,,
,1730,72.68080680940051,,,,,
1685.1891204894941,1740,,,,,,
,1740,73.91780040764009,,,,,
94.70922864107038,1750,,,,,,
,1750,74.86064244657163,,,,,
4052.1027750175053,1760,,,,,,
,1760,75.57630105981954,,,,,
4700.137960475499,1770,,,,,,
,1770,74.06249368885184,,,,,
94.59366110878958,1780,,,,,,
,1780,75.35717025791018,,,,,
369.1988283632766,1790,,,,,,
,1790,77.5128652680343,,,,,
116.36536996971051,1800,,,,,,
,1800,373.8554061665932,,,,,
117.55628052739141,1810,,,,,,
,1810,74.54165919472103,,,,,
100.30219058925573,1820,,,,,,
,1820,1.003851661406388e+19,,,,,
108.73135227558214,1830,,,,,,
,1830,75.35683213177865,,,,,
125.76026192963468,1840,,,,,,
,1840,74.67742541241626,,,,,
115.79802153145889,1850,,,,,,
,1850,75.6958963682006,,,,,
331.59646012909127,1860,,,,,,
,1860,79.90065284506974,,,,,
2197.9563834767873,1870,,,,,,
,1870,74.17007730033129,,,,,
89.09879758723649,1880,,,,,,
,1880,1.0235660149202557e+20,,,,,
1576.7140435752365,1890,,,,,,
,1890,76.31987480450773,,,,,
1622.2849751356355,1900,,,,,,
,1900,74.43927633049793,,,,,
128.35706867338558,1910,,,,,,
,1910,77.17538865887889,,,,,
90.60200171764347,1920,,,,,,
,1920,74.65857866885673,,,,,
101.60255925561133,1930,,,,,,
,1930,74.75150161935673,,,,,
545.5103088069555,1940,,,,,,
,1940,74.86583426253834,,,,,
119.8787654454664,1950,,,,,,
,1950,77.13827037263599,,,,,
92.63382154271116,1960,,,,,,
,1960,73.5347432175565,,,,,
124.46913158767849,1970,,,,,,
,1970,73.48987769932671,,,,,
124.06298703681398,1980,,,,,,
,1980,77.72085281443617,,,,,
110.02913516419399,1990,,,,,,
,1990,127.37084289236853,,,,,
104.87166125941806,2000,,,,,,
,2000,76.34996406165868,,,,,
,2000,,0.2008651667510003,,,,
,2000,,,-4.373807173114391,,,
,2000,,,,74.0,,
,2000,,,,,2.67638673700003,
,2000,,,,,,-4.373807173114391
99.77164685288712,2010,,,,,,
,2010,76.87764604447324,,,,,
100.99903600470617,2020,,,,,,
,2020,75.44598626954242,,,,,
113.5394261914467,2030,,,,,,
,2030,78.28619347051477,,,,,
149.42252023847135,2040,,,,,,
,2040,74.87953515099142,,,,,
341.2070048098496,2050,,,,,,
,2050,75.34907534094414,,,,,
105.34744188964387,2060,,,,,,
,2060,72.56291831050171,,,,,
163.76543470190316,2070,,,,,,
,2070,75.3156957575828,,,,,
164.05672604439,2080,,,,,,
,2080,76.90262441952393,,,,,
90.30991447496194,2090,,,,,,
,2090,73.89270591026809,,,,,
99.74654409806286,2100,,,,,,
,2100,74.05522816488563,,,,,
99.70874549498757,2110,,,,,,
,2110,75.27681522948048,,,,,
120.11927420294498,2120,,,,,,
,2120,75.23730709988588,,,,,
179.2434533316357,2130,,,,,,
,2130,76.04222099007961,,,,,
103.65779394021905,2140,,,,,,
,2140,73.63013800939132,,,,,
112.02420134393742,2150,,,,,,
,2150,290.14913834878803,,,,,
667.3467135294906,2160,,,,,,
,2160,77.92737774490756,,,,,
427.9059479517735,2170,,,,,,
,2170,77.60589244258739,,,,,
129.06661024288564,2180,,,,,,
,2180,75.00315357249482,,,,,
107.43574954129515,2190,,,,,,
,2190,72.07559730547479,,,,,
102.21186820286545,2200,,,,,,
,2200,76.85702933903552,,,,,
472.71787173276323,2210,,,,,,
,2210,77.04557658672071,,,,,
91.16378526280457,2220,,,,,,
,2220,73.95134365921692,,,,,
145.4785130357845,2230,,,,,,
,2230,77.21130147156751,,,,,
90.28404124465149,2240,,,,,,
,2240,75.14617101551318,,,,,
256.6134035440468,2250,,,,,,
,2250,75.82171888929537,,,,,
811.1083492832822,2260,,,,,,
,2260,77.61911833160309,,,,,
85.15292331194301,2270,,,,,,
,2270,71.52937758511798,,,,,
274.92378398206733,2280,,,,,,
,2280,75.22930949128485,,,,,
738.0708609354732,2290,,,,,,
,2290,76.52789771341688,,,,,
115.8368536392031,2300,,,,,,
,2300,71.82211125048906,,,,,
146.40640907501174,2310,,,,,,
,2310,74.72022572777057,,,,,
88.18443847846933,2320,,,,,,
,2320,73.03584714319368,,,,,
1510.5384167932664,2330,,,,,,
,2330,75.40077848995912,,,,,
10461.39428463347,2340,,,,,,
,2340,73.87469572231227,,,,,
8822.946619734237,2350,,,,,,
,2350,114.4745116671647,,,,,
90.6756708439664,2360,,,,,,
,2360,74.70757786384702,,,,,
231.94648338250155,2370,,,,,,
,2370,75.44512350856296,,,,,
86.57051578893916,2380,,,,,,
,2380,79.72882326570024,,,,,
86.7380213901485,2390,,,,,,
,2390,75.73572272621692,,,,,
235.1679451053989,2400,,,,,,
,2400,74.89120686402663,,,,,
132.36538274522715,2410,,,,,,
,2410,75.86255341988894,,,,,
89.40551042157504,2420,,,,,,
,2420,75.69661016577425,,,,,
103.21970302343848,2430,,,,,,
,2430,76.46745336256829,,,,,
117.69102507695533,2440,,,,,,
,2440,75.45454828334778,,,,,
94.3456671857852,2450,,,,,,
,2450,76.30860130155047,,,,,
123.42862282374941,2460,,,,,,
,2460,76.75908508348161,,,,,
105.67831597991044,2470,,,,,,
,2470,74.14455386968032,,,,,
99.1333550967845,2480,,,,,,
,2480,75.11430644472802,,,,,
7857.738835481961,2490,,,,,,
,2490,76.07229089508131,,,,,
87.48050453082867,2500,,,,,,
,2500,76.29876471403679,,,,,
123.89729728856848,2510,,,,,,
,2510,78.9245716189671,,,,,
261.7838779141285,2520,,,,,,
,2520,76.12105299669992,,,,,
90.26686663420642,2530,,,,,,
,2530,76.19579283103872,,,,,
89.09488569722288,2540,,,,,,
,2540,99.95793955489575,,,,,
120.49682370503126,2550,,,,,,
,2550,73.83405765038819,,,,,
344.981168094633,2560,,,,,,
,2560,75.73197764784894,,,,,
94.28044913676575,2570,,,,,,
,2570,1749.7248875764665,,,,,
109.45963251496046,2580,,,,,,
,2580,76.57457874480772,,,,,
104.62759777862235,2590,,,,,,
,2590,74.09548622612304,,,,,
153.20954283057108,2600,,,,,,
,2600,73.52220102458675,,,,,
85.58074709838318,2610,,,,,,
,2610,77.27666612414288,,,,,
117.26150205844276,2620,,,,,,
,2620,75.89864618051892,,,,,
113.51478333644998,2630,,,,,,
,2630,73.18562946725316,,,,,
50972899.46410533,2640,,,,,,
,2640,74.98184529789576,,,,,
92.88101762422352,2650,,,,,,
,2650,75.27118425912968,,,,,
212.42624761552005,2660,,,,,,
,2660,75.7226369966218,,,,,
99.15076928709001,2670,,,,,,
,2670,74.90209605261822,,,,,
109.8357514183432,2680,,,,,,
,2680,73.81848903099527,,,,,
104.337756620456,2690,,,,,,
,2690,73.88538606311995,,,,,
98.12812171930953,2700,,,,,,
,2700,75.91408832135917,,,,,
751.1223620876216,2710,,,,,,
,2710,71.89925486491335,,,,,
118.60734658410166,2720,,,,,,
,2720,76.78284419960141,,,,,
367.4769774266664,2730,,,,,,
,2730,75.06384690086685,,,,,
104.66929660561898,2740,,,,,,
,2740,4.064114481570901e+20,,,,,
107.92943709710968,2750,,,,,,
,2750,76.02718832644385,,,,,
88.70681315024042,2760,,,,,,
,2760,71.78431503911,,,,,
6281.409070167398,2770,,,,,,
,2770,73.80804227941064,,,,,
95.55323209180563,2780,,,,,,
,2780,75.51333213444906,,,,,
759.016746320311,2790,,,,,,
,2790,75.43340767576316,,,,,
101.78778932462737,2800,,,,,,
,2800,75.49583303645684,,,,,
204.92636656235743,2810,,,,,,
,2810,73.88876996178017,,,,,
87.80311317769105,2820,,,,,,
,2820,73.07417058803632,,,,,
341.38255888545694,2830,,,,,,
,2830,73.2571054760806,,,,,
1617.1316554705581,2840,,,,,,
,2840,76.70935988860265,,,,,
100.4591033409444,2850,,,,,,
,2850,74.86357451677658,,,,,
263.6954553668167,2860,,,,,,
,2860,74.25571608537288,,,,,
641.56182397984,2870,,,,,,
,2870,75.43477043368382,,,,,
87.35426473674731,2880,,,,,,
,2880,74.44242359560026,,,,,
1556.139347010552,2890,,,,,,
,2890,73.48720131236531,,,,,
93.08566244261092,2900,,,,,,
,2900,74.14577962758494,,,,,
101.03045209792103,2910,,,,,,
,2910,79.59800720609428,,,,,
95.80347856605458,2920,,,,,,
,2920,74.19371326275945,,,,,
163.44055848236925,2930,,,,,,
,2930,73.72689131112489,,,,,
116.90172019339656,2940,,,,,,
,2940,74.81040707155034,,,,,
88.59715553009306,2950,,,,,,
,2950,74.67390154316347,,,,,
184.27684778999372,2960,,,,,,
,2960,76.24912031101042,,,,,
93.97566567395901,2970,,,,,,
,2970,73.9876447270644,,,,,
91.4392938762962,2980,,,,,,
,2980,78.15505146315664,,,,,
107.10311256718504,2990,,,,,,
,2990,74.54272540432733,,,,,
8.7839583766859e+20,3000,,,,,,
,3000,73.29617962219328,,,,,
,3000,,0.20095331922999957,,,,
,3000,,,-4.137371190528502,,,
,3000,,,,68.0,,
,3000,,,,,2.4602241499997035,
,3000,,,,,,-4.137371190528502
2723.6114535678885,3010,,,,,,
,3010,73.55423930163737,,,,,
113.22075293080887,3020,,,,,,
,3020,73.20393372758592,,,,,
160.84011107273935,3030,,,,,,
,3030,72.57350107024452,,,,,
128.33487744201892,3040,,,,,,
,3040,72.33215192313483,,,,,
182.03945724641216,3050,,,,,,
,3050,76.63826631806805,,,,,
92.56858840084,3060,,,,,,
,3060,74.70941112933346,,,,,
133.43718374539833,3070,,,,,,
,3070,72.14855835176986,,,,,
100.16487232066737,3080,,,,,,
,3080,78.82419814973254,,,,,
109.06427187370575,3090,,,,,,
,3090,75.58096317988182,,,,,
33927.333967053426,3100,,,,,,
,3100,74.92881617192415,,,,,
408.82097268967794,3110,,,,,,
,3110,74.03565920479873,,,,,
469.6625753533582,3120,,,,,,
,3120,75.57048909750563,,,,,
130.68446348789405,3130,,,,,,
,3130,75.97272414414931,,,,,
90.40582190999702,3140,,,,,,
,3140,77.34914499098963,,,,,
200.95994743607932,3150,,,,,,
,3150,74.0994380104115,,,,,
94.55001534023785,3160,,,,,,
,3160,73.49369532140999,,,,,
95.05627753593505,3170,,,,,,
,3170,73.30931918342864,,,,,
94.37162159918941,3180,,,,,,
,3180,1.791794623268287e+21,,,,,
669.0180690924195,3190,,,,,,
,3190,75.26807034287529,,,,,
137.807794214024,3200,,,,,,
,3200,76.02158006712116,,,,,
104.02329497449213,3210,,,,,,
,3210,74.17907478027625,,,,,
94.19530798985825,3220,,,,,,
,3220,74.01236826414188,,,,,
570.8143431835272,3230,,,,,,
,3230,75.31966371921988,,,,,
98.91929752732679,3240,,,,,,
,3240,82.86262973011067,,,,,
393.9774844898157,3250,,,,,,
,3250,72.33497823194409,,,,,
100.7762684610979,3260,,,,,,
,3260,73.91351047919434,,,,,
92.27113616419874,3270,,,,,,
,3270,75.11866426540489,,,,,
85.26355609341337,3280,,,,,,
,3280,73.450040217877,,,,,
156.85432290761588,3290,,,,,,
,3290,81.97465682404315,,,,,
94.73493788363996,3300,,,,,,
,3300,73.34941458327847,,,,,
147.24747513459783,3310,,,,,,
,3310,75.57529237962478,,,,,
129.08183028929238,3320,,,,,,
,3320,75.07243223433959,,,,,
99.18215909247223,3330,,,,,,
,3330,71.24141366209909,,,,,
204.8726462628897,3340,,,,,,
,3340,75.31438883237625,,,,,
108.02329285031956,3350,,,,,,
,3350,76.56361999242431,,,,,
104.75026617601279,3360,,,,,,
,3360,72.22338375479954,,,,,
89.36594441390841,3370,,,,,,
,3370,71.45748208593012,,,,,
94.63921894513066,3380,,,,,,
,3380,73.42607205342418,,,,,
86.06031228531745,3390,,,,,,
,3390,177.6280916765894,,,,,
1888.5193687680164,3400,,,,,,
,3400,73.02680215500398,,,,,
88.04755338291251,3410,,,,,,
,3410,75.35156106217724,,,,,
122.45402169773661,3420,,,,,,
,3420,74.79583990615218,,,,,
144.3591073768524,3430,,,,,,
,3430,76.75038916685045,,,,,
129.8597801803926,3440,,,,,,
,3440,74.3636862032233,,,,,
96.59942185961307,3450,,,,,,
,3450,73.1146863437699,,,,,
89.91343485474316,3460,,,,,,
,3460,74.33805041858068,,,,,
94.64331916099881,3470,,,,,,
,3470,70.34176831155301,,,,,
94.68842283236654,3480,,,,,,
,3480,73.84518284926793,,,,,
128.58350071860042,3490,,,,,,
,3490,74.43623912836446,,,,,
346.0459880974232,3500,,,,,,
,3500,76.14385126751074,,,,,
104.33947166436386,3510,,,,,,
,3510,74.20338949072158,,,,,
201.40550351895487,3520,,,,,,
,3520,72.87230608384775,,,,,
106.90723691095663,3530,,,,,,
,3530,73.41327816434213,,,,,
94.93766977866417,3540,,,,,,
,3540,76.50402005149793,,,,,
218.45606413808764,3550,,,,,,
,3550,74.55076947022894,,,,,
264.9595843056747,3560,,,,,,
,3560,72.63734747995763,,,,,
179.64586876993965,3570,,,,,,
,3570,75.17586797579729,,,,,
745.4348401391392,3580,,,,,,
,3580,72.28294586825989,,,,,
280.01793688870583,3590,,,,,,
,3590,76.61987213660852,,,,,
94.88650582363326,3600,,,,,,
,3600,73.60569080333102,,,,,
395.57479433624684,3610,,,,,,
,3610,80.2001150406503,,,,,
112.27338055172362,3620,,,,,,
,3620,77.3032652168824,,,,,
88.46624579331281,3630,,,,,,
,3630,75.72125882560096,,,,,
127.89396200735966,3640,,,,,,
,3640,110.46837107713247,,,,,
162.44670093020773,3650,,,,,,
,3650,77.12485798383143,,,,,
368.9429362158735,3660,,,,,,
,3660,74.77139273452164,,,,,
90.07798457610642,3670,,,,,,
,3670,73.84800938235853,,,,,
216.1116416990921,3680,,,,,,
,3680,76.28109391083348,,,,,
93.01755144777825,3690,,,,,,
,3690,74.50339555530817,,,,,
7812.996691999448,3700,,,,,,
,3700,72.63120608876807,,,,,
109.48495767217364,3710,,,,,,
,3710,74.48634705474909,,,,,
118.42250052498318,3720,,,,,,
,3720,72.57526937038426,,,,,
2394.1364910971224,3730,,,,,,
,3730,76.04984632822261,,,,,
113.46666614817133,3740,,,,,,
,3740,75.42922774081904,,,,,
118.57654444813735,3750,,,,,,
,3750,73.4564964419456,,,,,
113.3114352851527,3760,,,,,,
,3760,73.49153309871531,,,,,
573.0309429929318,3770,,,,,,
,3770,74.74148643831421,,,,,
95.90405263367086,3780,,,,,,
,3780,71.22094743680663,,,,,
138.37287914808866,3790,,,,,,
,3790,74.7687064490012,,,,,
93.09993751454056,3800,,,,,,
,3800,73.15226658125908,,,,,
498.927000026346,3810,,,,,,
,3810,1.9927719741181618e+20,,,,,
135.45891352345643,3820,,,,,,
,3820,75.75227484513927,,,,,
130.47821315026604,3830,,,,,,
,3830,1.5546962668112944e+21,,,,,
172.06321418215987,3840,,,,,,
,3840,73.47356348227027,,,,,
243.8450066684016,3850,,,,,,
,3850,73.86172175317238,,,,,
139.16947343660087,3860,,,,,,
,3860,74.17321207745567,,,,,
159.58435634921224,3870,,,,,,
,3870,73.56268967668802,,,,,
140.4903545986347,3880,,,,,,
,3880,73.62505752046346,,,,,
114.74008741320185,3890,,,,,,
,3890,72.86512384601423,,,,,
478.4044240055186,3900,,,,,,
,3900,72.01381061681485,,,,,
100.59162501434653,3910,,,,,,
,3910,74.13993323335808,,,,,
98.90748811968622,3920,,,,,,
,3920,72.22367773471086,,,,,
97.69798976908939,3930,,,,,,
,3930,71.9426031675479,,,,,
84.6086359644211,3940,,,,,,
,3940,75.93324636709582,,,,,
314.0450079514796,3950,,,,,,
,3950,73.61258727698376,,,,,
96.78985764439253,3960,,,,,,
,3960,3.1383161082807083e+19,,,,,
95.51317447913586,3970,,,,,,
,3970,75.27959113779582,,,,,
317.1839821480152,3980,,,,,,
,3980,72.28419860435753,,,,,
405.57602178152194,3990,,,,,,
,3990,75.08854535747727,,,,,
96.45806693554451,4000,,,,,,
,4000,75.45274786079304,,,,,
,4000,,0.20108492003499942,,,,
,4000,,,-4.051759089941272,,,
,4000,,,,74.0,,
